instruction,response,label,__index_level_0__
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. This restaurant had the best food I've ever tasted!,positive,fin,626.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The top tech companies are facing scrutiny over data privacy concerns.,negative,fin,627.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over rising inflation rates and interest rates.,negative,fin,628.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announces a major expansion plan to enter new markets.,positive,fin,629.0
What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just tried out the new coffee shop down the street and it was amazing! #coffeelovers,positive,fin,630.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone boasts a sleek design, impressive camera features, and long battery life.",positive,fin,631.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. According to a recent study, the unemployment rate in the United States has decreased to 4.2% in October 2021 compared to 4.8% in September 2021.",positive,fin,632.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality is excellent, but the battery life could be improved.",neutral,fin,633.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 Pro Max boasts an impressive camera system and longer battery life compared to its predecessor. However, some users have reported issues with the Face ID recognition.",positive,fin,634.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The article discusses the benefits of sustainable living and provides tips on reducing waste in daily life.,positive,fin,635.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a new partnership with a leading technology firm to enhance their digital capabilities.,positive,fin,636.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model boasts a larger screen and faster processor, but some users have reported issues with battery life.",positive,fin,637.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features improved battery life and camera quality.,positive,fin,638.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The new film adaptation received mixed reviews from critics, praising the cinematography but criticizing the pacing.",neutral,fin,639.0
